,Class,Location
1626,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/P/P2_005.jpg
2614,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/N/P4_002.jpg
3572,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P4_004.jpg
1982,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/A/P3_002.jpg
632,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/J/P1_007.jpg
2369,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P4_007.jpg
956,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P1_004.jpg
3891,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P5_006.jpg
2419,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P3_005.jpg
3608,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P4_008.jpg
3859,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P4_007.jpg
3368,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P4_008.jpg
3651,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P4_004.jpg
2936,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P3_008.jpg
801,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P5_007.jpg
891,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P4_005.jpg
1299,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Q/P3_005.jpg
2831,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P2_001.jpg
878,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P1_002.jpg
2472,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P1_001_8.jpg
29,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P2_003.jpg
413,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P4_003.jpg
2454,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P4_002.jpg
4025,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P4_001.jpg
766,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P5_002.jpg
727,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P5_001.jpg
374,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P4_002.jpg
3540,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P3_004.jpg
2148,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P2_004.jpg
87,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P5_001.jpg
1104,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/X/P2_008.jpg
498,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P3_006.jpg
2150,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P2_002.jpg
776,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P3_002.jpg
2872,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P1_008.jpg
743,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P3_002.jpg
1039,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P1_001.jpg
4003,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/K/P1_007.jpg
3759,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P1_001.jpg
1490,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/O/P4_006.jpg
2477,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P1_003_3.jpg
3091,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P4_005.jpg
2656,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P3_008.jpg
2882,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P5_006.jpg
354,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P1_006.jpg
2321,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P5_007.jpg
3968,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P1_002.jpg
2931,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P4_005.jpg
3615,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P4_001.jpg
3169,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P4_007.jpg
1450,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/M/P4_006.jpg
4146,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P3_008.jpg
2813,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P4_003.jpg
2018,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P3_006.jpg
1298,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Q/P3_006.jpg
2696,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P3_008.jpg
2935,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P4_001.jpg
2458,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P3_006.jpg
2515,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P1_005.jpg
4004,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/K/P1_006.jpg
2430,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P2_002.jpg
3072,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P2_001.jpg
2273,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P1_006.jpg
1543,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P3_001.jpg
4153,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P3_001.jpg
3248,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P4_008.jpg
192,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P1_008.jpg
2631,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/N/P2_001.jpg
1008,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P4_008.jpg
293,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/R/P4_003.jpg
3129,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P4_007.jpg
986,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/A/P2_006.jpg
2329,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P4_007.jpg
224,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P2_008.jpg
2440,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P5_009.jpg
2310,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P2_002.jpg
566,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/G/P5_002.jpg
2303,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P3_001.jpg
3885,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P1_005.jpg
100,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P3_004.jpg
1912,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/E/P1_007.jpg
188,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P2_004.jpg
2809,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P4_007.jpg
551,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P1_008.jpg
3798,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P2_004.jpg
817,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P3_008.jpg
3555,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P1_005.jpg
4131,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P5_007.jpg
3418,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P3_006.jpg
1418,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P3_006.jpg
1420,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P3_004.jpg
2335,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P4_001.jpg
1939,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P3_005.jpg
3260,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P3_004.jpg
798,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P1_002.jpg
627,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/J/P2_005.jpg
2855,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P4_001.jpg
3127,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P5_001.jpg
380,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P3_004.jpg
418,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P3_006.jpg
3594,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P1_006.jpg
2706,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P2_006.jpg
2126,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P5_002.jpg
4132,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P5_006.jpg
530,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P4_006.jpg
3990,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/K/P3_004.jpg
4074,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P3_002.jpg
3667,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P2_004.jpg
821,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P3_003.jpg
1825,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P2_007.jpg
362,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P5_006.jpg
2365,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P5_003.jpg
2340,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P3_004.jpg
512,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P1_008.jpg
1738,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P3_006.jpg
2473,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P1_007_3.jpg
3363,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P5_005.jpg
78,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P1_002.jpg
1311,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Q/P2_001.jpg
1844,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/C/P5_004.jpg
2086,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/S/P5_002.jpg
62,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P3_002.jpg
1722,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P5_006.jpg
1334,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P4_002.jpg
4011,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P5_007.jpg
4059,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P5_002.jpg
4035,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P2_007.jpg
3088,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P4_008.jpg
203,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/N/P5_005.jpg
3722,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P5_006.jpg
3807,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P1_003.jpg
1048,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/U/P5_001.jpg
1391,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/S/P1_009.jpg
2050,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P4_006.jpg
3257,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P3_007.jpg
3352,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/O/P1_007.jpg
1947,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P2_005.jpg
3377,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P3_007.jpg
1244,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P5_004.jpg
536,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P3_008.jpg
295,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/R/P4_001.jpg
4020,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P4_006.jpg
2172,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P4_005.jpg
1134,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P4_002.jpg
2029,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P2_003.jpg
123,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P5_005.jpg
2125,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P5_003.jpg
278,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/T/P1_002.jpg
449,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P4_007.jpg
2144,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P2_008.jpg
3792,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P2_008 (1).jpg
181,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P3_003.jpg
2697,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P3_007.jpg
1275,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P1_005.jpg
102,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P3_002.jpg
428,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P2_004.jpg
1557,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P1_003.jpg
1435,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P1_005.jpg
3181,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P3_003.jpg
1189,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P2_003.jpg
3089,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P4_007.jpg
2234,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/W/P1_006.jpg
630,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/J/P2_002.jpg
3424,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P2_008.jpg
2672,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P1_008.jpg
1781,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P3_003.jpg
2670,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P2_002.jpg
1658,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P3_006.jpg
2919,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P1_001.jpg
31,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P2_001.jpg
957,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P1_003.jpg
2053,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P4_003.jpg
452,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P4_004.jpg
2607,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/N/P5_001.jpg
184,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P2_008.jpg
4078,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P2_006.jpg
908,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P2_004.jpg
4135,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/B/P5_003.jpg
3592,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P1_008.jpg
3688,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P4_008.jpg
91,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P4_005.jpg
3128,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P4_008.jpg
2497,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P3_007.jpg
3309,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P2_003.jpg
1471,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/M/P2_001.jpg
1330,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P4_006.jpg
3547,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P2_005.jpg
2880,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P5_008.jpg
329,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P4_007.jpg
1750,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P2_001.jpg
1789,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P2_003.jpg
2549,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P2_003.jpg
1274,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P1_006.jpg
3208,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P4_008.jpg
3360,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P5_008.jpg
57,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P3_007.jpg
3473,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/U/P1_007.jpg
2464,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P2_008.jpg
2255,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P4_004.jpg
492,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P4_004.jpg
108,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P2_004.jpg
3806,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P1_004.jpg
2922,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P5_006.jpg
330,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P4_006.jpg
3887,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P1_003.jpg
421,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P3_003.jpg
1480,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/O/P5_008.jpg
2562,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P5_006.jpg
342,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/M/P3_002.jpg
2731,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P4_005.jpg
2892,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P4_004.jpg
3881,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P2_001.jpg
2274,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P1_005.jpg
2772,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P4_004.jpg
1033,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P1_006.jpg
1503,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/O/P2_007.jpg
1333,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P4_003.jpg
1338,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P3_006.jpg
3223,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P3_001.jpg
1633,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/P/P1_007.jpg
732,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P4_005.jpg
3831,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P3_003.jpg
2164,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P5_004.jpg
1521,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P5_007.jpg
2836,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P1_007.jpg
2589,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P2_005.jpg
1867,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/C/P2_005.jpg
1807,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P5_001.jpg
1605,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/P/P5_002.jpg
1120,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P5_008.jpg
1050,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/U/P4_007.jpg
3409,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P4_007.jpg
900,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P3_004.jpg
1438,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P1_002.jpg
2752,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P1_008.jpg
3714,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P1_006.jpg
3882,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P1_008.jpg
1254,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P4_002.jpg
3462,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/U/P3_002.jpg
946,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P2_006.jpg
3609,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P4_007.jpg
4038,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P2_004.jpg
515,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P1_005.jpg
3289,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P4_007.jpg
3647,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P4_008.jpg
42,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P5_006.jpg
80,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P5_008.jpg
1221,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Z/P3_003.jpg
1284,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Q/P5_004.jpg
2377,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P3_007.jpg
2563,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P5_005.jpg
569,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/G/P4_007.jpg
1773,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P4_003.jpg
3778,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P3_007 (1).jpg
3155,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P1_005.jpg
3375,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P4_001.jpg
2530,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P4_004.jpg
2343,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P3_001.jpg
1128,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P4_008.jpg
2439,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P1_001.jpg
3392,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P1_008.jpg
1331,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P4_005.jpg
3422,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P3_002.jpg
1704,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P2_008.jpg
690,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P4_007.jpg
156,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P1_004.jpg
1248,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P4_007.jpg
1023,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P3_001.jpg
2388,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P2_004.jpg
1914,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/E/P1_005.jpg
132,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P4_004.jpg
944,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P2_008.jpg
3249,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P4_007.jpg
1555,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P1_005.jpg
2417,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P3_007.jpg
3273,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P1_002.jpg
3745,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P2_007.jpg
840,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P5_008.jpg
919,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P1_001.jpg
2375,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P4_001.jpg
1908,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/E/P2_003.jpg
3413,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/V/P4_003.jpg
137,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P3_007.jpg
50,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P4_006.jpg
